;coeditor1;coeditor2;count
484;Barroux, Gilles;Pépin, François;14
63;Alfani, Guido;Gourdon, Vincent;14
457;Bardout, Jean-Christophe;Carraud, Vincent;14
2955;Hagengruber, Ruth;Hecht, Hartmut;14
3540;Leterrier, Sophie-Anne;Tort, Olivier;14
1053;Bossi, Maurizio;Greppi, Claudio;14
1703;Porret, Michel;la collaboration de Vincent Milliot, avec;14
847;Biard, Michel;Ducange, Jean-Numa;14
4775;Borgne, Françoise Le;Platelle, Fanny;14
263;Audegean, Philippe;Delia, Luigi;14
1699;Cicchini, Marco;la collaboration de Vincent Milliot, avec;14
2502;Farrugia, Guilhem;Parmentier, Marie;13
598;Beaurepaire, Pierre-Yves;Taurisson, Dominique;13
2501;Farrugia, Guilhem;Loubier, Pierre;13
4154;Pollmann, Judith;te Velde, Henk;13
3910;Hassler, Éric;Motta, Anne;13
1864;Cossic-Péricarpin, Annick;Kerhervé, Alain;13
604;Beaurepaire, Pierre-Yves;Loiselle, Kenneth;13
605;Beaurepaire, Pierre-Yves;Mercier, Jean-Marie;13
1893;Courouau, Jean-François;Luciani, Isabelle;13
2932;Gullstam, Maria;O’Dea, Michael;13
1632;Charrak, André;Salem, Jean;13
650;Belleguic, Thierry;Vasak, Anouchka;13
4956;Rideau, Gaël;Vickermann-Ribémont, Gabriele;13
4955;Haroche-Bouzinac, Geneviève;Vickermann-Ribémont, Gabriele;13
4954;Haroche-Bouzinac, Geneviève;Rideau, Gaël;13
4953;Esmein-Sarrazin, Camille;Vickermann-Ribémont, Gabriele;13
4952;Esmein-Sarrazin, Camille;Rideau, Gaël;13
4951;Esmein-Sarrazin, Camille;Haroche-Bouzinac, Geneviève;13
4949;Borgne, Françoise Le;Vuillemin, Nathalie;13
4948;Borgne, Françoise Le;Parsis-Barubé, Odile;13
2130;Delon, Michel;Goulemot, Jean M.;13
692;Benrekassa, Georges;Buffat, Marc;13
693;Benrekassa, Georges;Chartier, Pierre;13
694;Buffat, Marc;Chartier, Pierre;13
1866;Cossic-Péricarpin, Annick;Dachez, Hélène;13
728;Ladurie, Emmanuel Le Roy;Vasak, Anouchka;13
80;Amadieu, Jean-Baptiste;Icard, Simon;13
609;Mercier, Jean-Marie;Zarcone, Thierry;13
608;Loiselle, Kenneth;Zarcone, Thierry;13
607;Loiselle, Kenneth;Mercier, Jean-Marie;13
606;Beaurepaire, Pierre-Yves;Zarcone, Thierry;13
726;Berchtold, Jacques;Vasak, Anouchka;13
2503;Loubier, Pierre;Parmentier, Marie;13
729;Sermain, Jean-Paul;Vasak, Anouchka;13
4711;Watelet, Hubert;la collaboration de Cornelius J. Jaenen, avec;13
164;Antoine-Mahut, Delphine;Boulad-Ayoub, Josiane;13
1175;Chaline, Olivier;Wrede, Martin;13
1174;Chaline, Olivier;Figeac, Michel;13
1173;Bourquin, Laurent;Wrede, Martin;13
1172;Bourquin, Laurent;Figeac, Michel;13
894;Biskup, Thomas;Marschke, Benjamin;13
896;Biskup, Thomas;Tricoire, Damien;13
1127;Bourdin, Philippe;Caron, Jean-Claude;13
897;Marschke, Benjamin;Pečar, Andreas;13
898;Marschke, Benjamin;Tricoire, Damien;13
165;Antoine-Mahut, Delphine;Torero-Ibad, Alexandra;13
1171;Bourquin, Laurent;Chaline, Olivier;13
1176;Figeac, Michel;Wrede, Martin;13
899;Pečar, Andreas;Tricoire, Damien;13
1553;Fayet, Jean-François;Porret, Michel;13
4177;Masseau, Didier;Poulouin, Claudine;13
1755;Cohen, Margaret;Dever, Carolyn;13
2739;Genton, François;Nicklas, Thomas;13
4070;Lecointre, Guillaume;Pépin, François;12
5084;Kremer, Nathalie;Sermain, Jean-Paul;12
1746;Dubeau, Catherine;Gendron, Pierre-Marc;12
5722;Lochert, Véronique;Schweitzer, Zoé;12
1232;Bréban, Laurie;Sultan-Villet, Élise;12
1745;Cloutier, Annie;Gendron, Pierre-Marc;12
4341;Saint-Martin, Armelle;Viselli, Sante A.;12
4847;Cappelletti, Mireille Revol;Moretti, Monique Streiff;12
2524;Blaise, Anne-Marie Miller;Fennetaux, Ariane;12
1744;Cloutier, Annie;Dubeau, Catherine;12
3307;Karp, Sergueï;Wolff, Larry;12
3698;Martin, Christophe;Rosellini, Michèle;12
3495;Leca-Tsiomis, Marie;Thomson, Ann;12
2040;Frazão, João Amaral;Morais, Ana Paiva;12
2525;Fennetaux, Ariane;Oddo, Nancy;12
2971;Hanrahan, James;Pierse, Síofra;12
2526;Blaise, Anne-Marie Miller;Oddo, Nancy;12
1233;Denieul, Séverine;Sultan-Villet, Élise;12
5085;Kremer, Nathalie;Yen-Mai, Tran-Gervat;12
1763;Col, Norbert;Ingram, Allan;12
3699;Rosellini, Michèle;la collaboration de Jean-Christophe Abramovici, avec;12
3700;Séité, Yannick;la collaboration de Jean-Christophe Abramovici, avec;12
3701;Rosellini, Michèle;Séité, Yannick;12
5086;Sermain, Jean-Paul;Yen-Mai, Tran-Gervat;12
4457;Hopes, Jeffrey;Smyth, Orla;12
4848;Martinez, Odile;Moretti, Monique Streiff;12
4781;Despoix, Philippe;Fetscher, Justus;12
4849;Cappelletti, Mireille Revol;Martinez, Odile;12
779;Bernier, Marc André;Swiderski, Marie-Laure Girou;12
1231;Bréban, Laurie;Denieul, Séverine;12
2492;Falaky, Fayçal;McGinnis, Reginald;12
1267;Brian, Isabelle;Simiz, Stefano;12
2398;Paulin, Marc-André;Poulain, Bérangère;12
2397;Métraux, Maxime Georges;Poulain, Bérangère;12
1851;Corswarem, Émilie;Pirenne, Christophe;12
4157;Ponzetto, Valentina;Ruimi, Jennifer;12
2396;Métraux, Maxime Georges;Paulin, Marc-André;12
2395;Jouves-Hann, Barbara;Poulain, Bérangère;12
1499;Carré, Anne-Laure;Reid, Martine;12
2394;Jouves-Hann, Barbara;Paulin, Marc-André;12
4159;Fort, Bernadette;Popkin, Jeremy D.;12
2393;Jouves-Hann, Barbara;Métraux, Maxime Georges;12
2392;Duperron, Noémi;Poulain, Bérangère;12
49;Albertan-Coppola, Sylviane;Langbour, Nadège;12
1945;Cronk, Nicholas;Moureau, François;12
5078;Bertrand, Bertrand;Dumouchel, Daniel;12
3895;Morrissey, Robert;Roger, Philippe;12
2119;Delaurenti, Béatrice;Roux, Thomas Le;12
4930;Ballard, Michel;d’Hulst, Lieven;12
599;Beaurepaire, Pierre-Yves;Hermant, Héloïse;12
3697;Martin, Christophe;la collaboration de Jean-Christophe Abramovici, avec;12
1708;Citton, Yves;Dumasy, Lise;12
2391;Duperron, Noémi;Paulin, Marc-André;12
2390;Duperron, Noémi;Métraux, Maxime Georges;12
2389;Duperron, Noémi;Jouves-Hann, Barbara;12
670;Daussy, Hugues;Léchot, Pierre-Olivier;11
668;Benedict, Philip;Daussy, Hugues;11
3212;Jalabert, Laurent;Simiz, Stefano;11
2565;Filippi, Florence;Marchand, Sophie;11
850;Gainot, Bernard;Pasteur, Paul;11
669;Benedict, Philip;Léchot, Pierre-Olivier;11
851;Gainot, Bernard;Serna, Pierre;11
849;Biard, Michel;Pasteur, Paul;11
1741;Grande, Nathalie;Nédelec, Claudine;11
2564;Filippi, Florence;Harvey, Sara;11
948;Blond, Stéphane;Virol, Michèle;11
3648;Magnot-Ogilvy, Florence;Valls-Russell, Janice;11
2566;Harvey, Sara;Marchand, Sophie;11
776;Bernat, Chrystel;Gabriel, Frédéric;11
1739;Closson, Marianne;Nédelec, Claudine;11
1743;Nédelec, Claudine;Tranié, Ghislain;11
3811;Messina, Simone;Ramacciotti, Valeria;11
4704;Vuillemin, Nathalie;Wien, Thomas;11
1738;Closson, Marianne;Grande, Nathalie;11
1351;Burkardt, Albrecht;Roger, Alexandra;11
852;Pasteur, Paul;Serna, Pierre;11
5089;Jiménez, Miguel Ángel Melón;Salinero, Gregorio;11
2271;Donato, Maria Pia;Saada, Anne;11
5023;Richard-Pauchet, Odile;de Buzon, Christine;11
2758;Gianico, Marilina;Hammann-Décoppet, Christine;11
5070;Charbonneau, Frédéric;de Weerdt-Pilorge, Marie-Paule;11
1740;Closson, Marianne;Tranié, Ghislain;11
3660;Maira, Daniel;Roulin, Jean-Marie;11
1742;Grande, Nathalie;Tranié, Ghislain;11
848;Biard, Michel;Gainot, Bernard;11
2415;Edelstein, Dan;Edmondson, Chloe;11
1547;Cerman, Ivo;Reynolds, Susan;11
556;Baudin, Rodolphe;Gretchanaïa, Elena;11
555;Baudin, Rodolphe;Croisille, Christian;11
1556;Ribémont, Bernard;Soula, Mathieu;11
554;Baudin, Rodolphe;Bernard-Griffiths, Simone;11
4048;Paschoud, Adrien;Wenger, Alexandre;11
4850;Frazão, João Amaral;de Almeida, Teresa Sousa;11
1373;Buti, Gilbert;Carol, Anne;11
558;Bernard-Griffiths, Simone;Gretchanaïa, Elena;11
559;Croisille, Christian;Gretchanaïa, Elena;11
3558;Lilti, Antoine;Spector, Céline;11
2127;Delon, Michel;Seth, Catriona;11
557;Bernard-Griffiths, Simone;Croisille, Christian;11
5127;Bergamasco, Lucia;Bossis, Mireille;11
1415;Campagna, Norbert;Delia, Luigi;11
93;Amossy, Ruth;Delon, Michel;11
1417;Delia, Luigi;Garnot, Benoît;11
1259;Brétéché, Marion;Hermant, Héloïse;11
4851;Morais, Ana Paiva;de Almeida, Teresa Sousa;11
4287;Marchal, Roger;Moureau, François;11
1416;Campagna, Norbert;Garnot, Benoît;11
2750;Gevrey, Françoise;Menant, Sylvain;10
3566;Linon-Chipon, Sophie;Moussa, Sarga;10
3565;Linon-Chipon, Sophie;Magri-Mourgues, Véronique;10
1290;Brouard-Arends, Isabelle;Loty, Laurent;10
1495;Bogani, Lisa;Bouchet, Julien;10
3004;Péneau, Corinne;Sintomer, Yves;10
1494;Bouchet, Julien;Bourdin, Philippe;10
419;Banks, Bryan A.;Johnson, Erica;10
1398;Plazenet, Laurence;Régent-Susini, Anne;10
1397;Cagnat-Deboeuf, Constance;Régent-Susini, Anne;10
3210;Candaux, Jean-Daniel;la collaboration d’Anne-Lise Delacrétaz, avec;10
3748;Burson, Jeffrey D.;Matytsin, Anton M.;10
2234;Hua, Meng;la collaboration de Cécile Planchon, avec;10
3209;Jakubec, Doris;la collaboration d’Anne-Lise Delacrétaz, avec;10
3208;Candaux, Jean-Daniel;Jakubec, Doris;10
535;Deruelle, Benjamin;Roy, Lyse;10
534;Bastien, Pascal;Roy, Lyse;10
2233;Didier, Béatrice;la collaboration de Cécile Planchon, avec;10
533;Bastien, Pascal;Deruelle, Benjamin;10
1737;Closson, Marianne;Raviez, François;10
4894;Gallingani, D.;Tagliani, M.;10
1396;Cagnat-Deboeuf, Constance;Plazenet, Laurence;10
1493;Bogani, Lisa;Bourdin, Philippe;10
3567;Magri-Mourgues, Véronique;Moussa, Sarga;10
2232;Didier, Béatrice;Hua, Meng;10
1771;Kowalik, Jill;Lewis, Jayne;10
372;Bahier-Porte, Christelle;Schweitzer, Zoé;10
4163;Popovic, Pierre;Vigneault, Érik;10
3002;Hayat, Samuel;Péneau, Corinne;10
1689;Chopelin, Paul;Martine, Tristan;10
1913;Couto, Dejanirah;Lachaud, François;10
947;Blond, Stéphane;Hilaire-Pérez, Liliane;10
3434;Lamy, Jérôme;Vabre, Sylvie;10
949;Hilaire-Pérez, Liliane;Virol, Michèle;10
3003;Hayat, Samuel;Sintomer, Yves;10
1549;Cerman, Ivo;Lucci, Diego;10
5391;Kölving, Ulla;Mervaud, Christiane;10
1061;Bouchet, Julien;Simien, Côme;10
1769;Coleman, Patrick;Lewis, Jayne;10
1770;Coleman, Patrick;Kowalik, Jill;10
4878;Charageat, Martine;Soula, Mathieu;10
2121;Delia, Luigi;Zygel-Basso, Aurélie;10
1492;Bouchet, Julien;Caron, Jean-Claude;10
1491;Bogani, Lisa;Caron, Jean-Claude;10
2789;Godicheau, François;Grenet, Mathieu;10
1550;Lucci, Diego;Reynolds, Susan;10
3109;Hodacs, Hannah;Nyberg, Kenneth;9
2939;Guyon, Loïc P.;Requemora-Gros, Sylvie;9
660;Belmonte, Cyril;Peyrard, Christine;9
1688;Chopelin, Paul;Édouard, Sylvène;9
3609;Louvat-Mozolay, Béatrice;March, Florence;9
1026;Borello, Céline;Regina, Christophe;9
2538;Ferrer, Véronique;Ramond, Catherine;9
3110;Hodacs, Hannah;van Damme, Stéphane;9
1028;Regina, Christophe;Vickermann-Ribémont, Gabriele;9
2656;Heywood, Colin;Omri, Mohamed-Salah;9
2224;Diaz, Brigitte;Siess, Jürgen;9
2759;Gianico, Marilina;la collaboration de Michel Faure, avec;9
5063;Charité, Claude La;Roy, Roxanne;9
2478;Fabbianelli, Faustino;Goubet, Jean-François;9
4296;Michon, Bernard;Rolland-Boulestreau, Anne;9
5121;Borgne, Françoise Le;Montandon, Alain;9
2654;Fusaro, Maria;Heywood, Colin;9
2888;Grenet, Mathieu;Jambon, Yannick;9
1027;Borello, Céline;Vickermann-Ribémont, Gabriele;9
2655;Fusaro, Maria;Omri, Mohamed-Salah;9
2361;Galbois, Estelle;Khelissa, Anne Perrin;9
584;Beauchamp, Hélène;Plana, Muriel;9
4904;Gvozdeva, Katja;Stroev, Alexandre;9
2106;Deffis, Emilia Inés;de Luna, Javier Vargas;9
4470;Steuckardt, Agnès;Thorel, Mathilde;9
4150;Biet, Christian;Poirson, Martial;9
4149;Citton, Yves;Poirson, Martial;9
4151;Biet, Christian;Citton, Yves;9
4905;Gvozdeva, Katja;la collaboration de Louise Millon, avec;9
5072;Regina, Christophe;Ribémont, Bernard;9
5071;Faggion, Lucien;Ribémont, Bernard;9
2890;Jambon, Yannick;Ville, Marie-Laure;9
1332;Bubenicek, Michelle;Foronda, François;9
3111;Nyberg, Kenneth;van Damme, Stéphane;9
4906;Stroev, Alexandre;la collaboration de Louise Millon, avec;9
2359;Duhem, Sophie;Galbois, Estelle;9
2889;Grenet, Mathieu;Ville, Marie-Laure;9
5036;Antonielli, Livio;Levati, Stefano;9
2287;Douay, Françoise;Sermain, Jean-Paul;9
2360;Duhem, Sophie;Khelissa, Anne Perrin;9
2701;Garapon, Jean;de Weerdt-Pilorge, Marie-Paule;9
3659;Main, Valerie;Stafford, Emma;9
5175;Page, Christiane;Vaissié, Cécile;8
1551;Cerutti, Mauro;Fayet, Jean-François;8
1552;Cerutti, Mauro;Porret, Michel;8
3231;Jeannesson, Stanislas;Jesné, Fabrice;8
5173;Maier-Schaeffer, Francine;Page, Christiane;8
1809;Conchon, Anne;Noizet, Hélène;8
4718;Kemp, Graeme;Pettegree, Andrew;8
1199;Kolk, Caroline zum;Salamagne, Alain;8
1198;Bove, Boris;Kolk, Caroline zum;8
1197;Bove, Boris;Salamagne, Alain;8
5174;Maier-Schaeffer, Francine;Vaissié, Cécile;8
3233;Jesné, Fabrice;Schnakenbourg, Éric;8
3232;Jeannesson, Stanislas;Schnakenbourg, Éric;8
5114;Servet, Marie-Madeleine;Servet, Pierre;8
1810;Conchon, Anne;Ollion, Michel;8
5228;Lebrun-Pézerat, Pierrette;Poublan, Danièle;8
3251;Bowie, Karen;Jiméno, Frédéric;8
3252;Bourillon, Florence;Jiméno, Frédéric;8
3253;Bourillon, Florence;Bowie, Karen;8
5219;Castagnetti, Philippe;Renoux, Christian;8
4581;Charbonneau, Frédéric;Tsimbidy, Myriam;8
1811;Noizet, Hélène;Ollion, Michel;8
4579;Eigeldinger, Frédéric S.;Trousson, Raymond;8
1257;Bret, Patrice;Chappey, Jean-Luc;8
1935;Croft, Marie-Ange;Gevrey, Françoise;8
4941;Fonkoua, Romuald;Reverzy, Eléonore;8
4942;Hartmann, Pierre;Reverzy, Eléonore;8
4943;Fonkoua, Romuald;Hartmann, Pierre;8
1887;Coulet, Henri;Goubier, Geneviève;8
3160;Hours, Bernard;Meyer, Frédéric;8
3161;Hours, Bernard;Milbach, Sylvain;8
1128;Bourdin, Philippe;Chappey, Jean-Luc;8
657;Bellet, Michel;Solal, Philippe;8
747;Bériou, Nicole;Isaïa, Marie-Cécile;8
748;Bériou, Nicole;Sot, Michel;8
749;Bériou, Nicole;Grimal, Nicolas;8
750;Isaïa, Marie-Cécile;Sot, Michel;8
751;Grimal, Nicolas;Isaïa, Marie-Cécile;8
752;Grimal, Nicolas;Sot, Michel;8
2094;Debrosse, Anne;Martin, Marie Saint;8
5191;Burkardt, Albrecht;Cousseau, en collaboration avec Vincent;8
3162;Meyer, Frédéric;Milbach, Sylvain;8
2942;Haase-Dubosc, Danielle;Henneau, Marie-Élisabeth;8
5158;Cottret, Monique;Galland, Caroline;8
5331;Stefanovska, Malina;de Weerdt-Pilorge, Marie-Paule;7
5325;Kemp, Graeme;der Weduwen, Arthur;7
5218;Kolk, Caroline zum;Wilson-Chevalier, Kathleen;7
4178;Arnould, Jean-Claude;Poulouin, Claudine;7
884;Biondi, C.;Imbroscio, C.;7
5567;Ionescu, Christina;Schellenberg, Renata;7
866;Biet, Christian;Jullien, Vincent;7
990;Hersant, Marc;Ramond, Catherine;7
5256;Tribout, Bruno;Wheland, Ruth;7
885;Biondi, C.;Latil, M.-J.;7
5164;Gauvard, Claude;Robert, Jean-Louis;7
5324;Pettegree, Andrew;der Weduwen, Arthur;7
1483;Conchon, Anne;Margairaz, Michel;7
5128;Carruthers, Janice;McCusker, Maeve;7
1480;Cardoni, Fabien;Conchon, Anne;7
1481;Cardoni, Fabien;Margairaz, Michel;7
1482;Cardoni, Fabien;Touchelay, Béatrice;7
3196;Ipotési, Monique;Porcelli, Maria Grazia;7
1484;Conchon, Anne;Touchelay, Béatrice;7
5135;Simonetta, Laetitia;Toto, Francesco;7
5136;Bottini, Giorgio;Toto, Francesco;7
1485;Margairaz, Michel;Touchelay, Béatrice;7
886;Imbroscio, C.;Latil, M.-J.;7
5280;Minerva, Nadia;Oppici, Patrizia;7
5278;Imbroscio, Carmelina;Minerva, Nadia;7
5279;Imbroscio, Carmelina;Oppici, Patrizia;7
5137;Bottini, Giorgio;Simonetta, Laetitia;7
5079;Montandon, Alain;Véga-Ritter, Max;7
4961;Denoyelle, Martine;Hindy-Champion, Emmanuelle;7
460;Baridon, Laurent;Hardy, Dominic;7
320;Bourel, Dominique;Porset, Charles;7
4789;Illanes, Inmaculada;Ramírez, Carmen;7
4788;Caballos, Mª Gracia;Raventós, Anna;7
4277;Pelchat, Marc;Rocher, Marie-Claude;7
4787;Caballos, Mª Gracia;Ramírez, Carmen;7
4786;Caballos, Mª Gracia;Illanes, Inmaculada;7
4785;Bruña, Manuel;Raventós, Anna;7
4784;Bruña, Manuel;Ramírez, Carmen;7
4783;Bruña, Manuel;Illanes, Inmaculada;7
4782;Bruña, Manuel;Caballos, Mª Gracia;7
2785;Glaudes, Pierre;Klettke, Cornelia;7
4958;Denoyelle, Martine;Royo, Manuel;7
4959;Hindy-Champion, Emmanuelle;Royo, Manuel;7
4960;Louyot, David;Royo, Manuel;7
4962;Denoyelle, Martine;Louyot, David;7
4278;Chareyre, Philippe;Rocher, Marie-Claude;7
4963;Hindy-Champion, Emmanuelle;Louyot, David;7
319;Auroux, Sylvain;Porset, Charles;7
318;Auroux, Sylvain;Bourel, Dominique;7
2220;Devauges, Jean-Denys;Masseau, Didier;7
4355;Lucioli, Francesco;Sanson, Helena;7
2248;Dion, Nicholas;Ouellet, Esther;7
2249;Dion, Nicholas;Plante, Manon;7
2250;Ouellet, Esther;Plante, Manon;7
2331;Duché, Véronique;Jeay, Madeleine;7
701;Laurichesse, Jean-Yves;Marot, Patrick;7
700;Bercegol, Fabienne;Marot, Patrick;7
699;Bercegol, Fabienne;Laurichesse, Jean-Yves;7
674;Bourquin, Laurent;Hugon, Alain;7
4790;Illanes, Inmaculada;Raventós, Anna;7
522;Basch, Sophie;Chuvin, Pierre;7
2093;Debaisieux, Martine;Verdier, Gabrielle;7
4280;Chareyre, Philippe;Pelchat, Marc;7
2549;Ferrone, Vincenzo;Roche, Daniel;7
3633;Lüsebrink, Hans-Jürgen;Reichardt, Rolf;7
4282;Chareyre, Philippe;Poton, Didier;7
4281;Pelchat, Marc;Poton, Didier;7
461;Desbuissons, Frédérique;Hardy, Dominic;7
4791;Ramírez, Carmen;Raventós, Anna;7
422;Barbafieri, Carine;Vialleton, Jean-Yves;7
3872;Ledda, Sylvain;Montandon, Alain;7
4279;Poton, Didier;Rocher, Marie-Claude;7
459;Baridon, Laurent;Desbuissons, Frédérique;7
673;Benigno, Francesco;Hugon, Alain;6
659;Belmas, Élisabeth;Nonnis-Vigilante, Serenella;6
1512;Bugnon, Fanny;Picco, Dominique;6
1513;Dussert-Galinat, Delphine;Lachaise, Bernard;6
1514;Bugnon, Fanny;Dussert-Galinat, Delphine;6
1515;Bugnon, Fanny;Lachaise, Bernard;6
4079;Peureux, Guillaume;Vaillant, Alain;6
672;Benigno, Francesco;Bourquin, Laurent;6
1520;Carvais, Robert;Garçon, Anne-Françoise;6
4837;Akkeran, Tjitske;Stuurman, Siep;6
222;Geoffroy, Annie;Piguet, Marie-France;6
221;Dougnac, Françoise;Piguet, Marie-France;6
220;Dougnac, Françoise;Geoffroy, Annie;6
1511;Lachaise, Bernard;Picco, Dominique;6
1521;Carvais, Robert;Grelon, André;6
1522;Garçon, Anne-Françoise;Grelon, André;6
3171;Baillaud, Bernard;Hüe, Denis;6
3172;Hüe, Denis;de Gramont, Jérôme;6
3173;Baillaud, Bernard;de Gramont, Jérôme;6
5094;Regina, Christophe;Roger, Alexandra;6
5093;Faggion, Lucien;Roger, Alexandra;6
219;Arnold, Nicole;Piguet, Marie-France;6
218;Arnold, Nicole;Geoffroy, Annie;6
3396;Krumenacker, Yves;Recous, Noémie;6
4877;Charageat, Martine;Ribémont, Bernard;6
4852;Bray, Bernard;Strosetzki, Christoph;6
1025;Borello, Céline;Gril-Mariotte, Aziza;6
4879;Charageat, Martine;Vivas, Mathieu;6
4880;Ribémont, Bernard;Vivas, Mathieu;6
4881;Soula, Mathieu;Vivas, Mathieu;6
5172;Brewer, William D.;Lambert, Carole J.;6
1506;Carribon, Carole;Picco, Dominique;6
1507;Carribon, Carole;Dussert-Galinat, Delphine;6
1508;Carribon, Carole;Lachaise, Bernard;6
1478;Cardi, Coline;Pruvost, Geneviève;6
3270;Fulda, Daniel;Jost, Erdmut;6
1509;Bugnon, Fanny;Carribon, Carole;6
5220;Carlino, Andrea;Wenger, Alexandre;6
4912;Hobson, Marian;Leigh, J.T.A;6
1510;Dussert-Galinat, Delphine;Picco, Dominique;6
4913;Hobson, Marian;Wokler, Robert;6
4914;Leigh, J.T.A;Wokler, Robert;6
4935;Krauß, Henning;la collaboration de Louis van Delft, avec;6
4936;Kaiser, Gert;Krauß, Henning;6
2938;Krumenacker, Yves;Maes, Bruno;6
4937;Krauß, Henning;Reichel, Edward;6
4938;Kaiser, Gert;la collaboration de Louis van Delft, avec;6
4939;Reichel, Edward;la collaboration de Louis van Delft, avec;6
2937;Guyon, Catherine;Maes, Bruno;6
2936;Guyon, Catherine;Krumenacker, Yves;6
4940;Kaiser, Gert;Reichel, Edward;6
217;Arnold, Nicole;Dougnac, Françoise;6
5195;Bury, Emmanuel;Meiner, Carsten;6
5693;Livet, G.;Vincente, G.;6
5692;Heran, J.;Vincente, G.;6
4983;Barbier, Josiane;Destephen, Sylvain;6
4976;Bret, Jean-Noël;Escande, Yolaine;6
2550;Ferté, Louise;Rey, Lucie;6
4984;Chausson, François;Destephen, Sylvain;6
2581;Fonck, Bertrand;Veyssière, Laurent;6
5077;Jettot, Stéphane;Sánchez, Manuel Herrero;6
4985;Barbier, Josiane;Chausson, François;6
5076;Merle, Alexandra;Sánchez, Manuel Herrero;6
5075;Jettot, Stéphane;Merle, Alexandra;6
5691;Heran, J.;Livet, G.;6
2528;Ferlampin-Acher, Christine;Pomel, Fabienne;6
5074;Guillaume, Pierre;Turgeon, Laurier;6
1280;Brogini, Anne;Ghazali, Maria;6
2434;Engélibert, Jean-Paul;Guidée, Raphaëlle;6
5362;Brophy, Michael;Gaffney, Phyllis;6
5363;Gaffney, Phyllis;Gallagher, Mary;6
5364;Brophy, Michael;Gallagher, Mary;6
2859;Grapotte, Sophie;Lequan, Mai;6
5263;Bohnert, Céline;Gevrey, Françoise;6
4250;Reynaud, Denis;Thomas, Chantal;6
3759;McDonald, Christie;Suleiman, Susan Rubin;6
4076;Huenen, Roland Le;Vachon, Stéphane;5
4075;Perron, Paul;Vachon, Stéphane;5
1543;Caye, Pierre;Malhomme, Florence;5
4980;Cammagre, Geneviève;Huet-Brichard, Marie-Catherine;5
581;Beaucé, Pauline;Dubouilh, Sandrine;5
582;Beaucé, Pauline;Triolaire, Cyril;5
4900;Fayet, Jean-François;Fluckiger, Carine;5
2793;Krawczyk, Dariusz;Łuczyńska-Hołdys, Małgorzata;5
3329;Kirschleger, Inès;Poulet, Françoise;5
4899;Fluckiger, Carine;Porret, Michel;5
4074;Huenen, Roland Le;Perron, Paul;5
5140;Bach, Reinhard;Desné, Roland;5
5493;Lochert, Véronique;de Guardia, Jean;5
2794;Krawczyk, Dariusz;Piszczatowski, Paweł;5
2795;Piszczatowski, Paweł;Łuczyńska-Hołdys, Małgorzata;5
4997;Boehm, Isabelle;d’Espèrey, Sylvie Franchet;5
5534;Angel-Perez, Élisabeth;Lecercle, François;5
4998;Ferrary, Jean-Louis;d’Espèrey, Sylvie Franchet;5
5622;Escalle, Marie-Christine Kok;Strien-Chardonneau, Madeleine Van;5
5062;Swiderski, Marie Laure Girou;la collaboration de Pierre Berthiaume, avec;5
1555;Chaageat, Martine;Soula, Mathieu;5
1554;Chaageat, Martine;Ribémont, Bernard;5
2131;Delon, Michel;Mondot, Jean;5
5157;Briegel, Françoise;Farré, Sébastien;5
3080;Hewitt, Regina;Rogers, Pat;5
2790;Godlewicz-Adamiec, Joanna;Krawczyk, Dariusz;5
4777;Cavallin, Jean-Christophe;Mazaré, Jean-Damien;5
5521;Cormier, Paul;Gilly, Xavier;5
5522;Cormier, Paul;Girardin, Michaël;5
5523;Gilly, Xavier;Girardin, Michaël;5
4895;Pioffet, Marie-Christine;Spica, Anne-Élisabeth;5
2791;Godlewicz-Adamiec, Joanna;Łuczyńska-Hołdys, Małgorzata;5
4996;Boehm, Isabelle;Ferrary, Jean-Louis;5
1256;Bret, Patrice;Tiggelen, Brigitte Van;5
5216;Carbone, Raffaele;Prete, Antonella Del;5
3439;Langer, Ullrich;Mellet, Paul-Alexis;5
2792;Godlewicz-Adamiec, Joanna;Piszczatowski, Paweł;5
583;Dubouilh, Sandrine;Triolaire, Cyril;5
5088;Biet, Christian;Schifano, Laurence;5
4979;Alexandre, Didier;Huet-Brichard, Marie-Catherine;5
1859;Couvenhes, Jean-Christophe;Traina, Giusto;5
